NDB_No,Shrt_Desc,Water_g,Energ_Kcal,Protein_g,Lipid_Tot_g,Ash_g,Carbohydrt_g,Fiber_TD_g,Sugar_Tot_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mg,Manganese_mg,Selenium_mcg,Vit_C_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,Panto_Acid_mg,Vit_B6_mg,Folate_Tot_mcg,Folic_Acid_mcg,Food_Folate_mcg,Folate_DFE_mcg,Choline_Tot_mg,Vit_B12_mcg,Vit_A_IU,Vit_A_RAE,Retinol_mcg,Alpha_Carot_mcg,Beta_Carot_mcg,Beta_Crypt_mcg,Lycopene_mcg,Lut_and_Zea_mcg,Vit_E_mg,Vit_D_mcg,Vit_D_IU,Vit_K_mcg,FA_Sat_g,FA_Mono_g,FA_Poly_g,Cholestrl_mg,GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
12198,"SESAME BUTTER,TAHINI,FROM RAW&STONE GROUND KRNLS",3.0,570,17.81,48.0,5,26.19,9.3,,420,2.51,96,752,414,74,4.64,1.618,1.457,,0,1.283,0.51,5.925,0.694,0.149,98,0,98,98,,0.0,67,3,0,,,,,,,0,0,,6.722,18.127,21.039,0,15,1 tbsp,28.35,1 oz,0
12206,"ALMONDS,HONEY RSTD,UNBLANCHED",1.7,594,18.17,49.9,2.33,27.9,13.7,,263,2.83,240,400,560,130,2.6,0.97,2.003,,0.7,0.114,0.953,2.819,0.258,0.085,32,0,32,32,,0.0,0,0,0,,,,,,,0,0,,4.73,32.402,10.472,0,144,"1 cup, whole kernels",28.35,1 oz,0
12220,"SEEDS,FLAXSEED",6.96,534,18.29,42.16,3.72,28.88,27.3,1.55,255,5.73,392,642,813,30,4.34,1.22,2.482,25.4,0.6,1.644,0.161,3.08,0.985,0.473,87,0,87,87,78.7,0.0,0,0,0,0,0,0,0,651,0.31,0,0,4.3,3.663,7.527,28.73,0,10.3,"1 tbsp, whole",168,"1 cup, whole",0
12698,"SESAME BUTTER,TAHINI,KRNLS UNSPEC",3.0,592,17.4,53.01,5.09,21.5,4.7,,141,4.42,95,790,459,35,4.62,1.61,,34.4,4.2,1.59,0.12,5.64,,0.15,98,0,98,98,,0.0,67,3,0,,,,,,,0,0,,7.423,20.016,23.232,0,15,1 tbsp,,,0
16001,"BEANS,ADZUKI,MATURE SEEDS,RAW",13.44,329,19.87,0.53,3.26,62.9,12.7,,66,4.98,127,381,1254,5,5.04,1.094,1.73,3.1,0,0.455,0.22,2.63,1.471,0.351,622,0,622,622,,0.0,17,1,0,,,,,,,0,0,,0.191,0.05,0.113,0,197,1 cup,,,0
16014,"BEANS,BLACK,MATURE SEEDS,RAW",11.02,341,21.6,1.42,3.6,62.36,15.5,2.12,123,5.02,171,352,1483,5,3.65,0.841,1.06,3.2,0,0.9,0.193,1.955,0.899,0.286,444,0,444,444,66.4,0.0,17,0,0,0,0,0,0,0,0.21,0,0,5.6,0.366,0.123,0.61,0,194,1 cup,12.1,1 tbsp,0
16019,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW",12.39,335,23.03,1.23,3.31,60.05,24.7,,127,5,156,372,1332,6,3.63,0.794,0.92,12.7,0,0.747,0.213,1.455,0.748,0.309,604,0,604,604,,0.0,2,0,0,,,,,,,0,0,,0.316,0.106,0.527,0,195,1 cup,,,0
16022,"BEANS,FRENCH,MATURE SEEDS,RAW",10.77,343,18.81,2.02,4.3,64.11,25.2,,186,3.4,188,304,1316,18,1.9,0.44,1.2,12.9,4.6,0.535,0.221,2.083,0.789,0.401,399,0,399,399,,0.0,8,0,0,,,,,,,0,0,,0.221,0.138,1.207,0,184,1 cup,,,0
16024,"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",10.7,339,21.86,1.14,3.93,62.37,20.2,2.26,175,5.47,189,447,1387,14,2.31,0.837,1.423,12.9,5.3,0.653,0.237,1.955,1.098,0.447,482,0,482,482,,0.0,0,0,0,0,0,0,0,0,0.22,0,0,6,0.356,0.053,0.477,0,183,1 cup,,,0
16037,"BEANS,NAVY,MATURE SEEDS,RAW",12.1,337,22.33,1.5,3.32,60.75,15.3,3.88,147,5.49,175,407,1185,5,3.65,0.834,1.418,11,,0.775,0.164,2.188,0.744,0.428,364,0,364,364,87.4,0.0,0,0,0,0,0,0,0,0,0.02,0,0,2.5,0.17,0.128,0.873,,208,1 cup,,,0
16040,"BEANS,PINK,MATURE SEEDS,RAW",10.06,343,20.96,1.13,3.66,64.19,12.7,2.14,130,6.77,182,415,1464,8,2.55,0.81,1.376,13,0,0.772,0.192,1.892,0.997,0.527,463,0,463,463,67.2,0.0,0,0,0,0,0,0,0,0,0.21,0,0,5.7,0.292,0.098,0.487,0,210,1 cup,,,0
16042,"BEANS,PINTO,MATURE SEEDS,RAW",11.33,347,21.42,1.23,3.46,62.55,15.5,2.11,113,5.07,176,411,1393,12,2.28,0.893,1.148,27.9,6.3,0.713,0.212,1.174,0.785,0.474,525,0,525,525,66.2,0.0,0,0,0,0,0,0,0,0,0.21,0,0,5.6,0.235,0.229,0.407,0,193,1 cup,12,1 tbsp,0
16045,"BEANS,SML WHITE,MATURE SEEDS,RAW",11.71,336,21.11,1.18,3.75,62.25,24.9,,173,7.73,183,445,1542,12,2.81,0.635,1.278,12.8,0,0.743,0.207,1.342,0.729,0.439,386,0,386,386,,0.0,0,0,0,,,,,,,0,0,,0.304,0.102,0.507,0,215,1 cup,,,0
16049,"BEANS,WHITE,MATURE SEEDS,RAW",11.32,333,23.36,0.85,4.2,60.27,15.2,2.11,240,10.44,190,301,1795,16,3.67,0.984,1.796,12.8,0,0.437,0.146,0.479,0.732,0.318,388,0,388,388,66.2,0.0,0,0,0,0,0,0,0,0,0.21,0,0,5.6,0.219,0.074,0.364,0,202,1 cup,12.6,1 tbsp,0
16052,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",10.98,341,26.12,1.53,3.08,58.29,25,5.7,103,6.7,192,421,1062,13,3.14,0.824,1.626,8.2,1.4,0.555,0.333,2.832,0.976,0.366,423,0,423,423,95.8,0.0,53,3,0,0,32,0,0,0,0.05,0,0,9,0.254,0.303,0.627,0,150,1 cup,9.4,1 tbsp,0
16056,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",7.68,378,20.47,6.04,2.85,62.95,12.2,10.7,57,4.31,79,252,718,24,2.76,0.656,21.306,0,4,0.477,0.212,1.541,1.588,0.535,557,0,557,557,99.3,0.0,67,3,0,0,40,0,0,0,0.82,0,0,9,0.603,1.377,2.731,0,200,1 cup,12.5,1 tbsp,0
16069,"LENTILS,RAW",8.26,352,24.63,1.06,2.71,63.35,10.7,2.03,35,6.51,47,281,677,6,3.27,0.754,1.393,0.1,4.5,0.873,0.211,2.605,2.14,0.54,479,0,479,479,96.4,0.0,39,2,0,0,23,0,0,0,0.49,0,0,5,0.154,0.193,0.526,0,192,1 cup,12,1 tablespoon,0
16071,"LIMA BNS,LRG,MATURE SEEDS,RAW",10.17,338,21.46,0.69,4.3,63.38,19,8.5,81,7.51,224,385,1724,18,2.83,0.74,1.672,7.2,0,0.507,0.202,1.537,1.355,0.512,395,0,395,395,96.7,0.0,0,0,0,0,0,0,0,0,0.72,0,0,6,0.161,0.062,0.309,0,178,1 cup,11.1,1 tbsp,0
16080,"MUNG BNS,MATURE SEEDS,RAW",9.05,347,23.86,1.15,3.32,62.62,16.3,6.6,132,6.74,189,367,1246,15,2.68,0.941,1.035,8.2,4.8,0.621,0.233,2.251,1.91,0.382,625,0,625,625,97.9,0.0,114,6,0,0,68,0,0,0,0.51,0,0,9,0.348,0.161,0.384,0,207,1 cup,13,1 tbsp,0
16085,"PEAS,GRN,SPLIT,MATURE SEEDS,RAW",8.62,352,23.82,1.16,2.66,63.74,25.5,8,37,4.82,49,321,823,15,3.55,0.815,1.22,4.1,1.8,0.726,0.215,2.889,1.758,0.174,274,0,274,274,95.5,0.0,149,7,0,0,89,0,0,0,0.09,0,0,14.5,0.161,0.242,0.495,0,197,1 cup,453.6,1 lb,0
16087,"PEANUTS,ALL TYPES,RAW",6.5,567,25.8,49.24,2.33,16.13,8.5,4.72,92,4.58,168,376,705,18,3.27,1.144,1.934,7.2,0,0.64,0.135,12.066,1.767,0.348,240,0,240,240,52.5,0.0,0,0,0,0,0,0,0,0,8.33,0,0,0,6.279,24.426,15.558,0,28.35,1 oz,146,1 cup,0
16091,"PEANUTS,SPANISH,RAW",6.39,570,26.15,49.6,2.03,15.83,9.5,,106,3.91,188,388,744,22,2.12,0.9,2.64,7.2,0,0.675,0.135,15.925,1.769,0.348,240,0,240,240,,0.0,0,0,0,0,0,0,0,0,,0,0,0,7.098,22.325,17.238,0,146,1 cup,28.35,1 oz,0
16093,"PEANUTS,VALENCIA,RAW",4.26,570,25.09,47.58,2.17,20.91,8.7,,62,2.09,184,336,332,1,3.34,1.171,1.98,7.3,0,0.639,0.3,12.875,1.809,0.34,246,0,246,246,,0.0,0,0,0,,,,,,,0,0,,7.329,21.414,16.5,0,146,1 cup,28.35,1 oz,0
16095,"PEANUTS,VIRGINIA,RAW",6.91,563,25.19,48.75,2.61,16.54,8.5,3.95,89,2.55,171,380,690,10,4.43,1.112,1.696,7.1,0,0.653,0.131,12.375,1.759,0.346,239,0,239,239,,0.0,0,0,0,0,0,0,0,0,6.56,0,0,0,6.434,25.58,14.877,0,146,1 cup,28.35,1 oz,0
16112,MISO,43.02,198,12.79,6.01,12.81,25.37,5.4,6.2,57,2.49,48,159,210,3728,2.56,0.42,0.859,7,0,0.098,0.233,0.906,0.337,0.199,19,0,19,19,72.2,0.08,87,4,0,0,52,0,0,0,0.01,0,0,29.3,1.025,1.118,2.884,0,17,1 tbsp,275,1 cup,0
16113,NATTO,55.02,211,19.4,11.0,1.9,12.68,5.4,4.89,217,8.6,115,174,729,7,3.03,0.667,1.528,8.8,13,0.16,0.19,0.0,0.215,0.13,8,0,8,8,57,0.0,0,0,0,0,0,0,0,0,0.01,0,0,23.1,1.591,2.43,6.21,0,175,1 cup,,,0
16114,TEMPEH,59.65,192,20.29,10.8,1.62,7.64,,,111,2.7,81,266,412,9,1.14,0.56,1.3,0,0,0.078,0.358,2.64,0.278,0.215,24,0,24,24,,0.08,0,0,0,,,,,,,0,0,,2.539,3.205,4.3,0,166,1 cup,,,0
16137,"HUMMUS,HOME PREP",64.87,177,4.86,8.59,1.56,20.12,4,0.27,49,1.56,29,110,173,242,1.09,0.224,0.567,2.4,7.9,0.089,0.052,0.399,0.287,0.399,59,0,59,59,27.8,0.0,5,0,0,0,2,2,0,1,0.75,0,0,3,1.141,4.865,2.109,0,15,1 tablespoon,246,1 cup,0
16144,"LENTILS,PINK OR RED,RAW",7.82,358,23.91,2.17,3,63.1,10.8,,48,7.39,59,294,668,7,3.6,1.303,1.716,0,1.7,0.51,0.106,1.495,0.348,0.403,204,0,204,204,,0.0,58,3,0,0,35,0,,,,0,0,,0.379,0.5,1.137,0,192,1 cup,,,0
16147,VEGGIE BURGERS OR SOYBURGERS  UNPREP,61.21,177,15.7,6.3,2.52,14.27,4.9,1.07,136,2.41,56,206,333,569,1.26,0.2,0.951,22.6,4.5,2.651,0.244,3.753,0.289,0.303,124,0,124,124,19.4,2.01,16,1,0,0,10,0,0,0,0.23,0,0,4.2,1.44,1.778,2.023,5,70,1 pattie,,,0
16150,"PEANUT BUTTER,SMOOTH,RED FAT",1.2,520,25.9,34.0,3.25,35.65,5.2,9.28,35,1.9,170,369,669,540,2.8,0.58,1.475,7.5,0,0.27,0.06,14.6,1.066,0.31,60,0,60,60,63.4,0.0,0,0,0,0,0,0,0,0,9.04,0,0,0.6,5.76,16.156,9.182,0,36,2 tablespoon,,,0
16155,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",1.47,591,25.72,50.81,3.25,18.75,5.6,10.47,43,16.6,355,368,667,420,14.4,1.64,,7.5,0,0.083,0.105,13.369,,2.23,373,239,134,540,63.3,0.0,3907,1172,1172,0,0,0,0,0,43.2,0,0,0.6,10.125,24.832,13.847,0,32,2 tbsp,258,1 cup,0
16156,"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",1.48,593,26.06,51.47,3.3,17.69,5.7,10.94,45,17.5,370,316,744,366,15.1,1.77,,7.5,0,0.125,0.112,13.64,,2.52,313,221,92,467,61.1,0.0,3907,1172,1172,0,0,0,0,0,43.2,0,0,0.5,7.972,24.366,14.648,0,32,2 tbsp,258,1 cup,0
16158,"HUMMUS,COMMERCIAL",66.59,166,7.9,9.6,1.66,14.29,6,,38,2.44,71,176,228,379,1.83,0.527,0.773,2.6,0,0.18,0.064,0.582,0.132,0.2,83,0,83,83,,0.0,30,,,,,,,,,0,0,,1.437,4.039,3.613,0,15,1 tbsp,246,1 cup,0
16159,"TOFU,EX FIRM,PREP W/NIGARI",82.31,83,9.98,5.26,1.28,1.18,1,0.71,282,2.04,35,111,130,4,1.07,0.2,0.666,13,0,0.048,0.048,0.241,0.844,0.083,9,0,9,9,33,0.0,0,0,0,0,0,0,0,0,0.01,0,0,2.8,0.919,1.318,2.657,0,91,.2 block,,,0
16160,"TOFU,HARD,PREP W/NIGARI",71.12,145,12.68,9.99,1.82,4.39,0.6,,345,2.75,53,231,146,2,1.66,0.328,1.052,16.8,0.3,0.042,0.077,0.639,0.037,0.039,22,0,22,22,,0.0,,,,,,,,,,0,0,,1.445,2.205,5.638,0,122,.25 block,,,0
16161,"MORI-NU,TOFU,SILKEN,SOFT",89.0,55,4.8,2.7,0.6,2.9,0.1,1.31,31,0.82,29,62,180,5,0.52,0.207,,,0,0.1,0.04,0.3,,0.011,,,,,,0.0,0,0,0,,,,,,,,,,0.357,0.522,1.55,0,84,1 slice,,,0
16162,"MORI-NU,TOFU,SILKEN,FIRM",87.4,62,6.9,2.7,0.6,2.4,0.1,1.27,32,1.03,27,90,194,36,0.61,0.203,,,0,0.101,0.041,0.247,,0.011,,,,,,0.0,0,0,0,,,,,,,,,,0.406,0.539,1.485,0,84,1 slice,,,0
16163,"MORI-NU,TOFU,SILKEN,EX FIRM",88.1,55,7.4,1.9,0.6,2,0.1,0.99,31,1.19,27,100,154,63,0.6,0.2,,,0,0.079,0.034,0.235,,0.011,,,,,,0.0,0,0,0,,,,,,,,,,0.3,0.345,1.061,0,84,1 slice,,,0
16164,"MORI-NU,TOFU,SILKEN,LITE FIRM",91.4,37,6.3,0.8,0.4,1.1,0,0.45,36,0.75,10,81,63,85,0.33,0.121,,,0,0.04,0.02,0.11,,0.0,,,,,,0.0,0,0,0,,,,,,,,,,0.133,0.136,0.449,0,84,1 slice,,,0
16165,"MORI-NU,TOFU,SILKEN,LITE EX FIRM",90.9,38,7.0,0.7,0.4,1,0,0.42,43,0.79,10,83,57,98,0.26,0.129,,,0,0.03,0.02,0.11,,0.0,,,,,,0.0,0,0,0,,,,,,,,,,0.116,0.118,0.395,0,84,1 slice,,,0
16252,SILK PLN SOY YOGURT,84.67,66,2.64,1.76,1.24,9.69,0.4,5.29,132,,,,,13,,,,,13.2,,,,,,,,,,,,0,,,,,,,,,1.3,53,,0.22,,,0,227,1 container,,,0
16253,SILK STRAWBERRY SOY YOGURT,77.0,94,2.35,1.18,1.24,18.24,0.6,12.94,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16254,SILK RASPBERRY SOY YOGURT,77.59,88,2.35,1.18,1.24,17.65,0.6,12.94,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16255,SILK PEACH SOY YOGURT,76.41,94,2.35,1.18,1.24,18.82,0.6,14.71,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16256,SILK BLACK CHERRY SOY YOGURT,78.18,88,2.35,1.18,1.24,17.06,0.6,11.76,176,0.64,,,,12,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16257,SILK BLUEBERRY SOY YOGURT,78.18,88,2.35,1.18,1.24,17.06,0.6,12.35,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16258,SILK KEY LIME SOY YOGURT,77.59,88,2.35,1.18,1.24,17.65,0.6,12.35,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16259,SILK BANANA-STRAWBERRY SOY YOGURT,78.18,88,2.35,1.18,1.24,17.06,0.6,10.59,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16279,HOUSE FOODS PREMIUM SOFT TOFU,88.08,59,6.38,2.71,0.64,2.19,0.8,0.53,78,1.53,,,,34,,,,,0.9,,,,,,,,,,,,34,,,,,,,,,,,,0.48,0.63,1.61,0,56,2 oz,84,3 oz,0
16281,HOUSE FOODS PREMIUM FIRM TOFU,82.87,85,10.92,4.19,1.05,0.97,0.9,0.4,149,1.69,,,,33,,,,,1.1,,,,,,,,,,,,0,,,,,,,,,,,,0.71,0.97,2.51,0,56,2 oz,84,3 oz,0
16399,"PEANUT BUTTER W/ OMEGA-3,CREAMY",0.99,608,24.47,54.17,3.37,17,6.1,3.11,45,1.67,191,426,780,356,3.08,0.476,1.85,,,0.055,0.087,12.875,0.87,0.292,,,,,94.5,,,,,,,,,,10.34,,,,9.691,36.614,6.95,,16,1 tbsp,,,0
20004,"BARLEY,HULLED",9.44,354,12.48,2.3,2.29,73.48,17.3,0.8,33,3.6,133,264,452,12,2.77,0.498,1.943,37.7,0,0.646,0.285,4.604,0.282,0.318,19,0,19,19,,0.0,22,1,0,0,13,0,0,160,0.57,0,0,2.2,0.482,0.295,1.108,0,184,1 cup,,,0
20005,"BARLEY,PEARLED,RAW",10.09,352,9.91,1.16,1.11,77.72,15.6,0.8,29,2.5,79,221,280,9,2.13,0.42,1.322,37.7,0,0.191,0.114,4.604,0.282,0.26,23,0,23,23,37.8,0.0,22,1,0,0,13,0,0,160,0.02,0,0,2.2,0.244,0.149,0.56,0,200,1 cup,,,0
20008,BUCKWHEAT,9.75,343,13.25,3.4,2.1,71.5,10,,18,2.2,231,347,460,1,2.4,1.1,1.3,8.3,0,0.101,0.425,7.02,1.233,0.21,30,0,30,30,,0.0,0,0,0,,,,,,,0,0,,0.741,1.04,1.039,0,170,1 cup,,,0
20015,"CORN BRAN,CRUDE",4.71,224,8.36,0.92,0.36,85.64,79,0,42,2.79,64,72,44,7,1.56,0.248,0.14,16.5,0,0.01,0.1,2.735,0.636,0.152,4,0,4,4,18.1,0.0,71,4,0,21,32,0,0,1355,0.42,0,0,0.3,0.13,0.243,0.421,0,76,1 cup,,,0
20031,"MILLET,RAW",8.67,378,11.02,4.22,3.25,72.85,8.5,,8,3.01,114,285,195,5,1.68,0.75,1.632,2.7,0,0.421,0.29,4.72,0.848,0.384,85,0,85,85,,0.0,0,0,0,,,,,,0.05,0,0,0.9,0.723,0.773,2.134,0,200,1 cup,,,0
20033,"OAT BRAN,RAW",6.55,246,17.3,7.03,2.89,66.22,15.4,1.45,58,5.41,235,734,566,4,3.11,0.403,5.63,45.2,0,1.17,0.22,0.934,1.494,0.165,52,0,52,52,32.2,0.0,0,0,0,0,0,0,0,180,1.01,0,0,3.2,1.328,2.376,2.766,0,94,1 cup,,,0
20036,"RICE,BROWN,LONG-GRAIN,RAW",11.8,367,7.54,3.2,1.21,76.25,3.6,0.66,9,1.29,116,311,250,5,2.13,0.302,2.853,17.1,0,0.541,0.095,6.494,1.065,0.477,23,0,23,23,21.5,0.0,0,0,0,0,0,0,0,0,0.6,0,0,0.6,0.591,1.054,1.0,0,185,1 cup,,,0
20038,OATS,8.22,389,16.89,6.9,1.72,66.27,10.6,,54,4.72,177,523,429,2,3.97,0.626,4.916,,0,0.763,0.139,0.961,1.349,0.119,56,0,56,56,,0.0,0,0,0,,,,,,,0,0,,1.217,2.178,2.535,0,156,1 cup,,,0
20040,"RICE,BROWN,MEDIUM-GRAIN,RAW",12.37,362,7.5,2.68,1.27,76.17,3.4,,33,1.8,143,264,268,4,2.02,0.277,3.743,,0,0.413,0.043,4.308,1.493,0.509,20,0,20,20,,0.0,0,0,0,,,,,,,0,0,,0.536,0.971,0.959,0,190,1 cup,,,0
20044,"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR",11.62,365,7.13,0.66,0.64,79.95,1.3,0.12,28,4.31,25,115,115,5,1.09,0.22,1.088,15.1,0,0.576,0.049,4.192,1.014,0.164,231,223,8,387,5.8,0.0,0,0,0,0,0,0,0,0,0.11,0,0,0.1,0.18,0.206,0.177,0,185,1 cup,,,0
20050,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR",12.89,360,6.61,0.58,0.58,79.34,1.4,,9,4.36,35,108,86,1,1.16,0.11,1.1,15.1,0,0.578,0.048,5.093,1.342,0.145,231,222,9,386,,0.0,0,0,0,,,,,,0.11,0,0,,0.158,0.181,0.155,0,195,1 cup,,,0
20060,"RICE BRAN,CRUDE",6.13,316,13.35,20.85,9.98,49.69,21,0.9,57,18.54,781,1677,1485,5,6.04,0.728,14.21,15.6,0,2.753,0.284,33.995,7.39,4.07,63,0,63,63,32.2,0.0,0,0,0,0,0,0,0,220,4.92,0,0,1.9,4.171,7.549,7.459,0,118,1 cup,,,0
20062,RYE GRAIN,10.6,338,10.34,1.63,1.57,75.86,15.1,0.98,24,2.63,110,332,510,2,2.65,0.367,2.577,13.9,0,0.316,0.251,4.27,1.456,0.294,38,0,38,38,30.4,0.0,11,1,0,0,7,0,0,210,0.85,0,0,5.9,0.197,0.208,0.767,0,169,1 cup,,,0
20077,"WHEAT BRAN,CRUDE",9.89,216,15.55,4.25,5.79,64.51,42.8,0.41,73,10.57,611,1013,1182,2,7.27,0.998,11.5,77.6,0,0.523,0.577,13.578,2.181,1.303,79,0,79,79,74.4,0.0,9,0,0,0,6,0,0,240,1.49,0,0,1.9,0.63,0.637,2.212,0,58,1 cup,,,0
20078,"WHEAT GERM,CRUDE",11.12,360,23.15,9.72,4.21,51.8,13.2,,39,6.26,239,842,892,12,12.29,0.796,13.301,79.2,0,1.882,0.499,6.813,2.257,1.3,281,0,281,281,,0.0,0,0,0,,,,,,,0,0,,1.665,1.365,6.01,0,115,1 cup,,,0
20088,"WILD RICE,RAW",7.76,357,14.73,1.08,1.53,74.9,6.2,2.5,21,1.96,177,433,427,7,5.96,0.524,1.329,2.8,0,0.115,0.262,6.733,1.074,0.391,95,0,95,95,35,0.0,19,1,0,0,11,0,0,220,0.82,0,0,1.9,0.156,0.159,0.676,0,160,1 cup,,,0
20093,"PASTA,FRESH-REFRIGERATED,PLN,AS PURCHASED",31.0,288,11.31,2.3,0.66,54.73,,,15,3.35,46,163,179,26,1.22,0.228,0.547,,0,0.705,0.439,3.35,0.535,0.093,176,154,22,284,,0.31,47,14,14,,,,,,,,,,0.328,0.271,0.942,73,128,4.5 oz,,,0
20095,"PASTA,FRESH-REFRIGERATED,SPINACH,AS PURCHASED",30.1,289,11.26,2.1,0.82,55.72,,,43,3.3,63,148,272,27,1.4,0.197,0.781,,0,0.609,0.398,3.46,0.688,0.315,177,121,56,262,,0.31,241,25,15,,,,,,,,,,0.483,0.659,0.467,73,128,4.5 oz,,,0
20113,"NOODLES,CHINESE,CHOW MEIN",1.18,475,8.11,15.43,2.6,72.8,3.7,5.71,20,4.73,52,161,120,1174,1.4,0.167,,43,0,0.578,0.421,5.95,0.533,0.11,106,84,22,165,8.7,0.0,0,0,0,0,0,0,0,14,2.3,0,0,1.4,2.229,8.929,3.571,0,28,".5 cup, dry",43,1.5 oz,0
20444,"RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",11.62,365,7.13,0.66,0.64,79.95,1.3,0.12,28,0.8,25,115,115,5,1.09,0.22,1.088,15.1,0,0.07,0.049,1.6,1.014,0.164,8,0,8,8,5.8,0.0,0,0,0,0,0,0,0,0,0.11,0,0,0.1,0.18,0.206,0.177,0,185,1 cup,,,0
20450,"RICE,WHITE,MEDIUM-GRAIN,RAW,UNENR",12.89,360,6.61,0.58,0.58,79.34,,,9,0.8,35,108,86,1,1.16,0.11,1.1,,0,0.07,0.048,1.6,1.342,0.145,9,0,9,9,,0.0,,,,,,,,,,0,0,,0.158,0.181,0.155,0,195,1 cup,,,0
20452,"RICE,WHITE,SHORT-GRAIN,RAW,UNENR",13.29,358,6.5,0.52,0.54,79.15,,,3,0.8,23,95,76,1,1.1,0.21,1.037,,0,0.07,0.048,1.6,1.287,0.171,6,0,6,6,,0.0,,,,,,,,,,0,0,,0.14,0.161,0.138,0,200,1 cup,,,0
